_id,customer_id,store_id,first_name,last_name,email,address,create_date,active
60c6050f0eb07c46f4e7b94c,36,2,KATHLEEN,ADAMS,KATHLEEN.ADAMS@sakilacustomer.org,,,1
60c6050f0eb07c46f4e7b94d,37,1,PAMELA,BAKER,PAMELA.BAKER@sakilacustomer.org,,,1
60c6050f0eb07c46f4e7b94e,38,1,MARTHA,GONZALEZ,MARTHA.GONZALEZ@sakilacustomer.org,,,1
60c6050f0eb07c46f4e7b94f,39,1,DEBRA,NELSON,DEBRA.NELSON@sakilacustomer.org,,,1
60c6050f0eb07c46f4e7b950,40,2,AMANDA,CARTER,AMANDA.CARTER@sakilacustomer.org,,,1
60c6050f0eb07c46f4e7b951,41,1,STEPHANIE,MITCHELL,STEPHANIE.MITCHELL@sakilacustomer.org,,,1
60c6050f0eb07c46f4e7b952,42,2,CAROLYN,PEREZ,CAROLYN.PEREZ@sakilacustomer.org,,,1
60c6050f0eb07c46f4e7b953,43,2,CHRISTINE,ROBERTS,CHRISTINE.ROBERTS@sakilacustomer.org,,,1
60c6050f0eb07c46f4e7b954,44,1,MARIE,TURNER,MARIE.TURNER@sakilacustomer.org,,,1
60c6050f0eb07c46f4e7b955,45,1,JANET,PHILLIPS,JANET.PHILLIPS@sakilacustomer.org,,,1
60c6050f0eb07c46f4e7b956,46,2,CATHERINE,CAMPBELL,CATHERINE.CAMPBELL@sakilacustomer.org,,,1
60c6050f0eb07c46f4e7b957,47,1,FRANCES,PARKER,FRANCES.PARKER@sakilacustomer.org,,,1
60c6050f0eb07c46f4e7b958,48,1,ANN,EVANS,ANN.EVANS@sakilacustomer.org,,,1
60c6050f0eb07c46f4e7b959,49,2,JOYCE,EDWARDS,JOYCE.EDWARDS@sakilacustomer.org,,,1
60c6050f0eb07c46f4e7b95a,50,1,DIANE,COLLINS,DIANE.COLLINS@sakilacustomer.org,,,1
60c6050f0eb07c46f4e7b95b,51,1,ALICE,STEWART,ALICE.STEWART@sakilacustomer.org,,,1
60c6050f0eb07c46f4e7b95c,52,1,JULIE,SANCHEZ,JULIE.SANCHEZ@sakilacustomer.org,,,1
60c6050f0eb07c46f4e7b95d,53,1,HEATHER,MORRIS,HEATHER.MORRIS@sakilacustomer.org,,,1
60c6050f0eb07c46f4e7b95e,54,1,TERESA,ROGERS,TERESA.ROGERS@sakilacustomer.org,,,1
60c6050f0eb07c46f4e7b95f,55,2,DORIS,REED,DORIS.REED@sakilacustomer.org,,,1
60c6050f0eb07c46f4e7b960,56,1,GLORIA,COOK,GLORIA.COOK@sakilacustomer.org,,,1
60c6050f0eb07c46f4e7b961,57,2,EVELYN,MORGAN,EVELYN.MORGAN@sakilacustomer.org,,,1
60c6050f0eb07c46f4e7b962,58,1,JEAN,BELL,JEAN.BELL@sakilacustomer.org,,,1
60c6050f0eb07c46f4e7b963,59,1,CHERYL,MURPHY,CHERYL.MURPHY@sakilacustomer.org,,,1
60c6050f0eb07c46f4e7b964,60,1,MILDRED,BAILEY,MILDRED.BAILEY@sakilacustomer.org,,,1
60c6050f0eb07c46f4e7b965,61,2,KATHERINE,RIVERA,KATHERINE.RIVERA@sakilacustomer.org,,,1
60c6050f0eb07c46f4e7b966,62,1,JOAN,COOPER,JOAN.COOPER@sakilacustomer.org,,,1
60c6050f0eb07c46f4e7b967,63,1,ASHLEY,RICHARDSON,ASHLEY.RICHARDSON@sakilacustomer.org,,,1
60c6050f0eb07c46f4e7b968,64,2,JUDITH,COX,JUDITH.COX@sakilacustomer.org,,,0
60c6050f0eb07c46f4e7b969,65,2,ROSE,HOWARD,ROSE.HOWARD@sakilacustomer.org,,,1
60c6050f0eb07c46f4e7b96a,66,2,JANICE,WARD,JANICE.WARD@sakilacustomer.org,,,1
60c6050f0eb07c46f4e7b96b,67,1,KELLY,TORRES,KELLY.TORRES@sakilacustomer.org,,,1
60c6050f0eb07c46f4e7b96c,68,1,NICOLE,PETERSON,NICOLE.PETERSON@sakilacustomer.org,,,1
60c6050f0eb07c46f4e7b96d,69,2,JUDY,GRAY,JUDY.GRAY@sakilacustomer.org,,,1
60c6050f0eb07c46f4e7b96e,70,2,CHRISTINA,RAMIREZ,CHRISTINA.RAMIREZ@sakilacustomer.org,,,1
60c6050f0eb07c46f4e7b96f,71,1,KATHY,JAMES,KATHY.JAMES@sakilacustomer.org,,,1
60c6050f0eb07c46f4e7b970,72,2,THERESA,WATSON,THERESA.WATSON@sakilacustomer.org,,,1
60c6050f0eb07c46f4e7b971,73,2,BEVERLY,BROOKS,BEVERLY.BROOKS@sakilacustomer.org,,,1
60c6050f0eb07c46f4e7b972,74,1,DENISE,KELLY,DENISE.KELLY@sakilacustomer.org,,,1
60c6050f0eb07c46f4e7b973,75,2,TAMMY,SANDERS,TAMMY.SANDERS@sakilacustomer.org,,,1
60c6050f0eb07c46f4e7b974,76,2,IRENE,PRICE,IRENE.PRICE@sakilacustomer.org,,,1
60c6050f0eb07c46f4e7b975,77,2,JANE,BENNETT,JANE.BENNETT@sakilacustomer.org,,,1
60c6050f0eb07c46f4e7b976,78,1,LORI,WOOD,LORI.WOOD@sakilacustomer.org,,,1
60c6050f0eb07c46f4e7b977,79,1,RACHEL,BARNES,RACHEL.BARNES@sakilacustomer.org,,,1
60c6050f0eb07c46f4e7b978,80,1,MARILYN,ROSS,MARILYN.ROSS@sakilacustomer.org,,,1
60c6050f0eb07c46f4e7b979,81,1,ANDREA,HENDERSON,ANDREA.HENDERSON@sakilacustomer.org,,,1
60c6050f0eb07c46f4e7b97a,82,1,KATHRYN,COLEMAN,KATHRYN.COLEMAN@sakilacustomer.org,,,1
60c6050f0eb07c46f4e7b97b,83,1,LOUISE,JENKINS,LOUISE.JENKINS@sakilacustomer.org,,,1
60c6050f0eb07c46f4e7b97c,84,2,SARA,PERRY,SARA.PERRY@sakilacustomer.org,,,1
60c6050f0eb07c46f4e7b97d,85,2,ANNE,POWELL,ANNE.POWELL@sakilacustomer.org,,,1
60c6050f0eb07c46f4e7b97e,86,2,JACQUELINE,LONG,JACQUELINE.LONG@sakilacustomer.org,,,1
60c6050f0eb07c46f4e7b97f,87,1,WANDA,PATTERSON,WANDA.PATTERSON@sakilacustomer.org,,,1
60c6050f0eb07c46f4e7b980,88,2,BONNIE,HUGHES,BONNIE.HUGHES@sakilacustomer.org,,,1
60c6050f0eb07c46f4e7b981,89,1,JULIA,FLORES,JULIA.FLORES@sakilacustomer.org,,,1
60c6050f0eb07c46f4e7b982,90,2,RUBY,WASHINGTON,RUBY.WASHINGTON@sakilacustomer.org,,,1
60c6050f0eb07c46f4e7b983,91,2,LOIS,BUTLER,LOIS.BUTLER@sakilacustomer.org,,,1
60c6050f0eb07c46f4e7b984,92,2,TINA,SIMMONS,TINA.SIMMONS@sakilacustomer.org,,,1
60c6050f0eb07c46f4e7b985,93,1,PHYLLIS,FOSTER,PHYLLIS.FOSTER@sakilacustomer.org,,,1
60c6050f0eb07c46f4e7b986,94,1,NORMA,GONZALES,NORMA.GONZALES@sakilacustomer.org,,,1
60c6050f0eb07c46f4e7b987,95,2,PAULA,BRYANT,PAULA.BRYANT@sakilacustomer.org,,,1
60c6050f0eb07c46f4e7b988,96,1,DIANA,ALEXANDER,DIANA.ALEXANDER@sakilacustomer.org,,,1
60c6050f0eb07c46f4e7b989,97,2,ANNIE,RUSSELL,ANNIE.RUSSELL@sakilacustomer.org,,,1
60c6050f0eb07c46f4e7b98a,98,1,LILLIAN,GRIFFIN,LILLIAN.GRIFFIN@sakilacustomer.org,,,1
60c6050f0eb07c46f4e7b98b,99,2,EMILY,DIAZ,EMILY.DIAZ@sakilacustomer.org,,,1
60c6050f0eb07c46f4e7b98c,100,1,ROBIN,HAYES,ROBIN.HAYES@sakilacustomer.org,,,1
60c6050f0eb07c46f4e7b98d,101,1,PEGGY,MYERS,PEGGY.MYERS@sakilacustomer.org,,,1
60c6050f0eb07c46f4e7b98e,102,1,CRYSTAL,FORD,CRYSTAL.FORD@sakilacustomer.org,,,1
60c6050f0eb07c46f4e7b98f,103,1,GLADYS,HAMILTON,GLADYS.HAMILTON@sakilacustomer.org,,,1
60c6050f0eb07c46f4e7b990,104,1,RITA,GRAHAM,RITA.GRAHAM@sakilacustomer.org,,,1
60c6050f0eb07c46f4e7b991,105,1,DAWN,SULLIVAN,DAWN.SULLIVAN@sakilacustomer.org,,,1
60c6050f0eb07c46f4e7b992,106,1,CONNIE,WALLACE,CONNIE.WALLACE@sakilacustomer.org,,,1
60c6050f0eb07c46f4e7b993,107,1,FLORENCE,WOODS,FLORENCE.WOODS@sakilacustomer.org,,,1
60c6050f0eb07c46f4e7b994,108,1,TRACY,COLE,TRACY.COLE@sakilacustomer.org,,,1
60c6050f0eb07c46f4e7b995,109,2,EDNA,WEST,EDNA.WEST@sakilacustomer.org,,,1
60c6050f0eb07c46f4e7b996,110,2,TIFFANY,JORDAN,TIFFANY.JORDAN@sakilacustomer.org,,,1
60c6050f0eb07c46f4e7b997,111,1,CARMEN,OWENS,CARMEN.OWENS@sakilacustomer.org,,,1
60c6050f0eb07c46f4e7b998,112,2,ROSA,REYNOLDS,ROSA.REYNOLDS@sakilacustomer.org,,,1
60c6050f0eb07c46f4e7b999,113,2,CINDY,FISHER,CINDY.FISHER@sakilacustomer.org,,,1
60c6050f0eb07c46f4e7b99a,114,2,GRACE,ELLIS,GRACE.ELLIS@sakilacustomer.org,,,1
60c6050f0eb07c46f4e7b99b,115,1,WENDY,HARRISON,WENDY.HARRISON@sakilacustomer.org,,,1
60c6050f0eb07c46f4e7b99c,116,1,VICTORIA,GIBSON,VICTORIA.GIBSON@sakilacustomer.org,,,1
60c6050f0eb07c46f4e7b99d,117,1,EDITH,MCDONALD,EDITH.MCDONALD@sakilacustomer.org,,,1
60c6050f0eb07c46f4e7b99e,118,1,KIM,CRUZ,KIM.CRUZ@sakilacustomer.org,,,1
60c6050f0eb07c46f4e7b99f,119,1,SHERRY,MARSHALL,SHERRY.MARSHALL@sakilacustomer.org,,,1
60c6050f0eb07c46f4e7b9a0,120,2,SYLVIA,ORTIZ,SYLVIA.ORTIZ@sakilacustomer.org,,,1
60c6050f0eb07c46f4e7b9a1,121,1,JOSEPHINE,GOMEZ,JOSEPHINE.GOMEZ@sakilacustomer.org,,,1
60c6050f0eb07c46f4e7b9a2,122,1,THELMA,MURRAY,THELMA.MURRAY@sakilacustomer.org,,,1
60c6050f0eb07c46f4e7b9a3,123,2,SHANNON,FREEMAN,SHANNON.FREEMAN@sakilacustomer.org,,,1
60c6050f0eb07c46f4e7b9a4,124,1,SHEILA,WELLS,SHEILA.WELLS@sakilacustomer.org,,,0
60c6050f0eb07c46f4e7b9a5,125,1,ETHEL,WEBB,ETHEL.WEBB@sakilacustomer.org,,,1
60c6050f0eb07c46f4e7b9a6,126,1,ELLEN,SIMPSON,ELLEN.SIMPSON@sakilacustomer.org,,,1
60c6050f0eb07c46f4e7b9a7,127,2,ELAINE,STEVENS,ELAINE.STEVENS@sakilacustomer.org,,,1
60c6050f0eb07c46f4e7b9a8,128,1,MARJORIE,TUCKER,MARJORIE.TUCKER@sakilacustomer.org,,,1
60c6050f0eb07c46f4e7b9a9,129,1,CARRIE,PORTER,CARRIE.PORTER@sakilacustomer.org,,,1
60c6050f0eb07c46f4e7b9aa,130,1,CHARLOTTE,HUNTER,CHARLOTTE.HUNTER@sakilacustomer.org,,,1
60c6050f0eb07c46f4e7b9ab,131,2,MONICA,HICKS,MONICA.HICKS@sakilacustomer.org,,,1
60c6050f0eb07c46f4e7b9ac,132,2,ESTHER,CRAWFORD,ESTHER.CRAWFORD@sakilacustomer.org,,,1
60c6050f0eb07c46f4e7b9ad,133,1,PAULINE,HENRY,PAULINE.HENRY@sakilacustomer.org,,,1
60c6050f0eb07c46f4e7b9ae,134,1,EMMA,BOYD,EMMA.BOYD@sakilacustomer.org,,,1
60c6050f0eb07c46f4e7b9af,135,2,JUANITA,MASON,JUANITA.MASON@sakilacustomer.org,,,1
60c6050f0eb07c46f4e7b9b0,136,2,ANITA,MORALES,ANITA.MORALES@sakilacustomer.org,,,1
60c6050f0eb07c46f4e7b9b1,137,2,RHONDA,KENNEDY,RHONDA.KENNEDY@sakilacustomer.org,,,1
60c6050f0eb07c46f4e7b9b2,138,1,HAZEL,WARREN,HAZEL.WARREN@sakilacustomer.org,,,1
60c6050f0eb07c46f4e7b9b3,139,1,AMBER,DIXON,AMBER.DIXON@sakilacustomer.org,,,1
60c6050f0eb07c46f4e7b9b4,140,1,EVA,RAMOS,EVA.RAMOS@sakilacustomer.org,,,1
60c6050f0eb07c46f4e7b9b5,141,1,DEBBIE,REYES,DEBBIE.REYES@sakilacustomer.org,,,1
60c6050f0eb07c46f4e7b9b6,142,1,APRIL,BURNS,APRIL.BURNS@sakilacustomer.org,,,1
60c6050f0eb07c46f4e7b9b7,143,1,LESLIE,GORDON,LESLIE.GORDON@sakilacustomer.org,,,1
60c6050f0eb07c46f4e7b9b8,144,1,CLARA,SHAW,CLARA.SHAW@sakilacustomer.org,,,1
60c6050f0eb07c46f4e7b9b9,145,1,LUCILLE,HOLMES,LUCILLE.HOLMES@sakilacustomer.org,,,1
60c6050f0eb07c46f4e7b9ba,146,1,JAMIE,RICE,JAMIE.RICE@sakilacustomer.org,,,1
60c6050f0eb07c46f4e7b9bb,147,2,JOANNE,ROBERTSON,JOANNE.ROBERTSON@sakilacustomer.org,,,1
60c6050f0eb07c46f4e7b9bc,148,1,ELEANOR,HUNT,ELEANOR.HUNT@sakilacustomer.org,,,1
60c6050f0eb07c46f4e7b9bd,149,1,VALERIE,BLACK,VALERIE.BLACK@sakilacustomer.org,,,1
60c6050f0eb07c46f4e7b9be,150,2,DANIELLE,DANIELS,DANIELLE.DANIELS@sakilacustomer.org,,,1
60c6050f0eb07c46f4e7b9bf,151,2,MEGAN,PALMER,MEGAN.PALMER@sakilacustomer.org,,,1
60c6050f0eb07c46f4e7b9c0,152,1,ALICIA,MILLS,ALICIA.MILLS@sakilacustomer.org,,,1
60c6050f0eb07c46f4e7b9c1,153,2,SUZANNE,NICHOLS,SUZANNE.NICHOLS@sakilacustomer.org,,,1
60c6050f0eb07c46f4e7b9c2,154,2,MICHELE,GRANT,MICHELE.GRANT@sakilacustomer.org,,,1
60c6050f0eb07c46f4e7b9c3,155,1,GAIL,KNIGHT,GAIL.KNIGHT@sakilacustomer.org,,,1
60c6050f0eb07c46f4e7b9c4,156,1,BERTHA,FERGUSON,BERTHA.FERGUSON@sakilacustomer.org,,,1
60c6050f0eb07c46f4e7b9c5,157,2,DARLENE,ROSE,DARLENE.ROSE@sakilacustomer.org,,,1
60c6050f0eb07c46f4e7b9c6,158,1,VERONICA,STONE,VERONICA.STONE@sakilacustomer.org,,,1
60c6050f0eb07c46f4e7b9c7,159,1,JILL,HAWKINS,JILL.HAWKINS@sakilacustomer.org,,,1
60c6050f0eb07c46f4e7b9c8,160,2,ERIN,DUNN,ERIN.DUNN@sakilacustomer.org,,,1
60c6050f0eb07c46f4e7b9c9,161,1,GERALDINE,PERKINS,GERALDINE.PERKINS@sakilacustomer.org,,,1
60c6050f0eb07c46f4e7b9ca,162,2,LAUREN,HUDSON,LAUREN.HUDSON@sakilacustomer.org,,,1
60c6050f0eb07c46f4e7b9cb,163,1,CATHY,SPENCER,CATHY.SPENCER@sakilacustomer.org,,,1
60c6050f0eb07c46f4e7b9cc,164,2,JOANN,GARDNER,JOANN.GARDNER@sakilacustomer.org,,,1
60c6050f0eb07c46f4e7b9cd,165,2,LORRAINE,STEPHENS,LORRAINE.STEPHENS@sakilacustomer.org,,,1
60c6050f0eb07c46f4e7b9ce,166,1,LYNN,PAYNE,LYNN.PAYNE@sakilacustomer.org,,,1
60c6050f0eb07c46f4e7b9cf,167,2,SALLY,PIERCE,SALLY.PIERCE@sakilacustomer.org,,,1
60c6050f0eb07c46f4e7b9d0,168,1,REGINA,BERRY,REGINA.BERRY@sakilacustomer.org,,,1
60c6050f0eb07c46f4e7b9d1,169,2,ERICA,MATTHEWS,ERICA.MATTHEWS@sakilacustomer.org,,,0
60c6050f0eb07c46f4e7b9d2,170,1,BEATRICE,ARNOLD,BEATRICE.ARNOLD@sakilacustomer.org,,,1
60c6050f0eb07c46f4e7b9d3,171,2,DOLORES,WAGNER,DOLORES.WAGNER@sakilacustomer.org,,,1
60c6050f0eb07c46f4e7b9d4,172,1,BERNICE,WILLIS,BERNICE.WILLIS@sakilacustomer.org,,,1
60c6050f0eb07c46f4e7b9d5,173,1,AUDREY,RAY,AUDREY.RAY@sakilacustomer.org,,,1
60c6050f0eb07c46f4e7b9d6,174,2,YVONNE,WATKINS,YVONNE.WATKINS@sakilacustomer.org,,,1
60c6050f0eb07c46f4e7b9d7,175,1,ANNETTE,OLSON,ANNETTE.OLSON@sakilacustomer.org,,,1
60c6050f0eb07c46f4e7b9d8,176,1,JUNE,CARROLL,JUNE.CARROLL@sakilacustomer.org,,,1
60c6050f0eb07c46f4e7b9d9,177,2,SAMANTHA,DUNCAN,SAMANTHA.DUNCAN@sakilacustomer.org,,,1
60c6050f0eb07c46f4e7b9da,178,2,MARION,SNYDER,MARION.SNYDER@sakilacustomer.org,,,1
60c6050f0eb07c46f4e7b9db,179,1,DANA,HART,DANA.HART@sakilacustomer.org,,,1
60c6050f0eb07c46f4e7b9dc,180,2,STACY,CUNNINGHAM,STACY.CUNNINGHAM@sakilacustomer.org,,,1
60c6050f0eb07c46f4e7b9dd,181,2,ANA,BRADLEY,ANA.BRADLEY@sakilacustomer.org,,,1
60c6050f0eb07c46f4e7b9de,182,1,RENEE,LANE,RENEE.LANE@sakilacustomer.org,,,1
60c6050f0eb07c46f4e7b9df,183,2,IDA,ANDREWS,IDA.ANDREWS@sakilacustomer.org,,,1
60c6050f0eb07c46f4e7b9e0,184,1,VIVIAN,RUIZ,VIVIAN.RUIZ@sakilacustomer.org,,,1
60c6050f0eb07c46f4e7b9e1,185,1,ROBERTA,HARPER,ROBERTA.HARPER@sakilacustomer.org,,,1
60c6050f0eb07c46f4e7b9e2,186,2,HOLLY,FOX,HOLLY.FOX@sakilacustomer.org,,,1
60c6050f0eb07c46f4e7b9e3,187,2,BRITTANY,RILEY,BRITTANY.RILEY@sakilacustomer.org,,,1
60c6050f0eb07c46f4e7b9e4,188,1,MELANIE,ARMSTRONG,MELANIE.ARMSTRONG@sakilacustomer.org,,,1
60c6050f0eb07c46f4e7b9e5,189,1,LORETTA,CARPENTER,LORETTA.CARPENTER@sakilacustomer.org,,,1
60c6050f0eb07c46f4e7b9e6,190,2,YOLANDA,WEAVER,YOLANDA.WEAVER@sakilacustomer.org,,,1
60c6050f0eb07c46f4e7b9e7,191,1,JEANETTE,GREENE,JEANETTE.GREENE@sakilacustomer.org,,,1
60c6050f0eb07c46f4e7b9e8,192,1,LAURIE,LAWRENCE,LAURIE.LAWRENCE@sakilacustomer.org,,,1
60c6050f0eb07c46f4e7b9e9,193,2,KATIE,ELLIOTT,KATIE.ELLIOTT@sakilacustomer.org,,,1
60c6050f0eb07c46f4e7b9ea,194,2,KRISTEN,CHAVEZ,KRISTEN.CHAVEZ@sakilacustomer.org,,,1
60c6050f0eb07c46f4e7b9eb,195,1,VANESSA,SIMS,VANESSA.SIMS@sakilacustomer.org,,,1
60c6050f0eb07c46f4e7b9ec,196,1,ALMA,AUSTIN,ALMA.AUSTIN@sakilacustomer.org,,,1
60c6050f0eb07c46f4e7b9ed,197,2,SUE,PETERS,SUE.PETERS@sakilacustomer.org,,,1
60c6050f0eb07c46f4e7b9ee,198,2,ELSIE,KELLEY,ELSIE.KELLEY@sakilacustomer.org,,,1
60c6050f0eb07c46f4e7b9ef,199,2,BETH,FRANKLIN,BETH.FRANKLIN@sakilacustomer.org,,,1
60c6050f0eb07c46f4e7b9f0,200,2,JEANNE,LAWSON,JEANNE.LAWSON@sakilacustomer.org,,,1
60c6050f0eb07c46f4e7b9f1,201,1,VICKI,FIELDS,VICKI.FIELDS@sakilacustomer.org,,,1
60c6050f0eb07c46f4e7b9f2,202,2,CARLA,GUTIERREZ,CARLA.GUTIERREZ@sakilacustomer.org,,,1
60c6050f0eb07c46f4e7b9f3,203,1,TARA,RYAN,TARA.RYAN@sakilacustomer.org,,,1
60c6050f0eb07c46f4e7b9f4,204,1,ROSEMARY,SCHMIDT,ROSEMARY.SCHMIDT@sakilacustomer.org,,,1
60c6050f0eb07c46f4e7b9f5,205,2,EILEEN,CARR,EILEEN.CARR@sakilacustomer.org,,,1
60c6050f0eb07c46f4e7b9f6,206,1,TERRI,VASQUEZ,TERRI.VASQUEZ@sakilacustomer.org,,,1
60c6050f0eb07c46f4e7b9f7,207,1,GERTRUDE,CASTILLO,GERTRUDE.CASTILLO@sakilacustomer.org,,,1
60c6050f0eb07c46f4e7b9f8,208,1,LUCY,WHEELER,LUCY.WHEELER@sakilacustomer.org,,,1
60c6050f0eb07c46f4e7b9f9,209,2,TONYA,CHAPMAN,TONYA.CHAPMAN@sakilacustomer.org,,,1
60c6050f0eb07c46f4e7b9fa,210,2,ELLA,OLIVER,ELLA.OLIVER@sakilacustomer.org,,,1
60c6050f0eb07c46f4e7b9fb,211,1,STACEY,MONTGOMERY,STACEY.MONTGOMERY@sakilacustomer.org,,,1
60c6050f0eb07c46f4e7b9fc,212,2,WILMA,RICHARDS,WILMA.RICHARDS@sakilacustomer.org,,,1
60c6050f0eb07c46f4e7b9fd,213,1,GINA,WILLIAMSON,GINA.WILLIAMSON@sakilacustomer.org,,,1
60c6050f0eb07c46f4e7b9fe,214,1,KRISTIN,JOHNSTON,KRISTIN.JOHNSTON@sakilacustomer.org,,,1
60c6050f0eb07c46f4e7b9ff,215,2,JESSIE,BANKS,JESSIE.BANKS@sakilacustomer.org,,,1
60c6050f0eb07c46f4e7ba00,216,1,NATALIE,MEYER,NATALIE.MEYER@sakilacustomer.org,,,1
60c6050f0eb07c46f4e7ba01,217,2,AGNES,BISHOP,AGNES.BISHOP@sakilacustomer.org,,,1
60c6050f0eb07c46f4e7ba02,218,1,VERA,MCCOY,VERA.MCCOY@sakilacustomer.org,,,1
60c6050f0eb07c46f4e7ba03,219,2,WILLIE,HOWELL,WILLIE.HOWELL@sakilacustomer.org,,,1
60c6050f0eb07c46f4e7ba04,220,2,CHARLENE,ALVAREZ,CHARLENE.ALVAREZ@sakilacustomer.org,,,1
60c6050f0eb07c46f4e7ba05,221,1,BESSIE,MORRISON,BESSIE.MORRISON@sakilacustomer.org,,,1
60c6050f0eb07c46f4e7ba06,222,2,DELORES,HANSEN,DELORES.HANSEN@sakilacustomer.org,,,1
60c6050f0eb07c46f4e7ba07,223,1,MELINDA,FERNANDEZ,MELINDA.FERNANDEZ@sakilacustomer.org,,,1
60c6050f0eb07c46f4e7ba08,224,2,PEARL,GARZA,PEARL.GARZA@sakilacustomer.org,,,1
60c6050f0eb07c46f4e7ba09,225,1,ARLENE,HARVEY,ARLENE.HARVEY@sakilacustomer.org,,,1
60c6050f0eb07c46f4e7ba0a,226,2,MAUREEN,LITTLE,MAUREEN.LITTLE@sakilacustomer.org,,,1
60c6050f0eb07c46f4e7ba0b,227,1,COLLEEN,BURTON,COLLEEN.BURTON@sakilacustomer.org,,,1
60c6050f0eb07c46f4e7ba0c,228,2,ALLISON,STANLEY,ALLISON.STANLEY@sakilacustomer.org,,,1
60c6050f0eb07c46f4e7ba0d,229,1,TAMARA,NGUYEN,TAMARA.NGUYEN@sakilacustomer.org,,,1
60c6050f0eb07c46f4e7ba0e,230,2,JOY,GEORGE,JOY.GEORGE@sakilacustomer.org,,,1
60c6050f0eb07c46f4e7ba0f,231,1,GEORGIA,JACOBS,GEORGIA.JACOBS@sakilacustomer.org,,,1
60c6050f0eb07c46f4e7ba10,232,2,CONSTANCE,REID,CONSTANCE.REID@sakilacustomer.org,,,1
